ID,Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Days_Since_Customer,Fam_Size,Num_Accepted
10398,2n Cycle,24336.0,82,1,6,2,8,2,12,1,1,0,2,7,0,0,40,3366.7754448925807,2,0
2431,Graduation,18222.0,70,12,4,19,12,6,14,1,2,0,3,8,0,0,31,3240.7754448925816,2,0
550,Graduation,62335.0,87,243,131,217,85,6,26,2,3,3,13,2,0,0,69,3097.775444892581,2,0
1890,2n Cycle,42033.0,95,11,1,4,2,0,7,1,1,0,2,7,0,0,50,3343.7754448925807,4,0
10742,PhD,86580.0,72,532,21,127,26,20,20,0,4,2,5,1,0,0,38,3182.7754448925816,2,1
10356,PhD,41437.0,5,29,0,2,0,0,1,1,1,0,3,7,0,0,64,3340.7754448925807,3,0
4676,Master,73705.0,86,612,91,520,258,107,107,2,9,6,8,5,0,0,70,2752.775444892581,3,0
8852,Graduation,61064.0,80,387,126,342,0,45,180,5,8,4,11,6,0,0,45,3362.7754448925807,3,0
3565,Master,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,0,66,2786.775444892581,4,0
5294,Graduation,18358.0,49,6,8,19,16,4,4,3,3,0,4,7,0,0,32,2916.775444892581,2,0
1958,PhD,55012.0,85,582,0,65,0,0,13,6,8,2,9,5,0,0,48,2795.775444892581,3,0
7349,Basic,9722.0,7,6,17,16,6,16,42,4,3,1,3,8,0,1,48,3565.7754448925807,3,0
8799,PhD,38175.0,6,70,6,69,2,3,3,3,3,1,4,7,0,0,37,2974.775444892581,3,0
1351,Master,58656.0,25,962,12,194,16,24,12,4,7,8,13,6,0,0,65,3342.7754448925807,3,1
1045,Graduation,52117.0,55,112,10,107,30,0,20,2,5,2,4,7,0,0,56,3377.7754448925807,3,0
7732,Graduation,64813.0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,43,2843.775444892581,3,0
8070,PhD,54222.0,98,199,12,31,3,12,7,1,3,3,5,3,0,0,48,2872.775444892581,3,0
477,Graduation,83512.0,31,1060,61,835,80,20,101,1,4,7,10,1,0,1,35,2707.775444892581,2,4
7832,Master,77520.0,30,940,44,396,0,88,58,1,8,7,7,4,0,1,62,3000.775444892581,3,3
2202,Graduation,41154.0,98,44,2,11,2,3,7,1,1,0,4,5,0,0,43,2993.775444892581,3,0
7396,Graduation,80398.0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,55,3321.7754448925816,2,1
4055,Basic,18746.0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,29,2726.775444892581,2,0
10340,Graduation,35196.0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,37,3288.7754448925816,3,0
10091,Graduation,60230.0,78,520,20,367,39,81,40,2,6,3,6,5,0,0,65,3100.775444892581,2,0
7629,Graduation,22108.0,46,5,3,9,6,2,6,2,2,0,3,7,0,0,44,2658.775444892581,4,0
10640,Graduation,44392.0,71,87,5,71,7,12,29,5,4,1,4,7,0,0,47,3111.7754448925816,4,0
3498,PhD,55424.0,6,462,61,184,10,53,107,4,7,5,9,6,0,1,45,3276.7754448925816,3,1
6742,Graduation,17688.0,82,2,2,1,3,1,2,1,1,0,2,8,1,0,42,3227.7754448925816,3,0
1172,PhD,92491.0,71,979,44,935,29,25,22,1,7,5,12,3,0,1,38,3235.7754448925816,2,3
569,Graduation,90273.0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,30,2892.775444892581,1,3
4686,PhD,82571.0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,59,2840.775444892581,1,1
1381,PhD,38513.0,20,172,3,115,16,0,18,5,6,1,5,8,0,1,39,2847.775444892581,2,0
2634,Master,16653.0,10,5,7,31,15,4,7,3,2,1,3,6,0,1,42,2767.775444892581,2,0
10905,Graduation,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,0,1,66,3303.7754448925816,4,0
1744,Basic,23529.0,67,9,7,13,3,2,20,1,1,1,2,6,0,0,56,3058.775444892581,2,0
1000,Master,74881.0,48,505,72,270,36,27,54,4,9,2,12,5,0,0,60,3025.775444892581,4,0
3828,Graduation,71107.0,61,533,10,217,198,174,195,2,7,6,13,4,0,0,70,3192.7754448925816,3,0
8605,PhD,46910.0,36,48,0,14,0,0,6,2,2,0,3,6,0,0,57,2793.775444892581,4,0
10304,Graduation,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,62,3243.7754448925816,2,0
4351,Graduation,37244.0,90,18,2,10,0,0,25,1,1,1,2,7,0,0,66,3123.7754448925816,3,1
10129,Graduation,82427.0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,55,2538.775444892581,2,1
2499,2n Cycle,75342.0,38,204,97,97,21,118,26,1,5,2,10,4,0,0,63,3084.775444892581,2,0
10092,Graduation,70044.0,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,67,3191.7754448925816,2,0
7500,Graduation,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,0,0,54,2761.775444892581,3,0
5796,Graduation,77437.0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,58,2910.775444892581,2,1
10556,Graduation,54984.0,51,173,13,131,32,3,6,4,6,1,6,7,0,0,62,2731.775444892581,3,1
1064,PhD,42403.0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,50,2924.775444892581,3,0
48,Graduation,55761.0,97,136,1,12,0,3,32,2,4,1,3,6,0,0,57,2761.775444892581,3,1
7610,Graduation,37292.0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,38,3132.7754448925816,3,0
263,PhD,45576.0,9,56,19,29,2,14,25,1,3,1,3,8,0,1,76,2727.775444892581,1,0
10814,Graduation,70321.0,6,303,23,751,82,26,191,1,6,5,13,4,0,1,74,3224.7754448925816,2,0
9710,PhD,58086.0,80,708,7,62,0,0,15,2,11,3,7,8,0,0,52,3220.7754448925816,2,0
9292,Graduation,81795.0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,69,3306.7754448925816,2,0
10250,Basic,28389.0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,74,3281.7754448925816,2,0
7881,Master,66835.0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,75,2969.775444892581,2,0
5847,Graduation,69901.0,95,312,21,206,102,92,149,3,7,3,10,5,0,0,52,3091.775444892581,2,0
737,PhD,80360.0,56,1493,86,454,112,43,43,2,4,4,5,2,0,0,72,3178.7754448925816,2,3
3571,PhD,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,1,60,3316.7754448925816,3,1
7807,Graduation,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,47,3262.7754448925816,3,0
3878,2n Cycle,31859.0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,41,2817.775444892581,2,0
5092,PhD,51569.0,39,380,0,47,6,0,34,4,7,1,7,8,0,1,72,2904.775444892581,2,1
2154,Graduation,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,0,50,3246.7754448925816,3,0
5394,Basic,16014.0,42,3,9,4,7,8,7,4,1,1,4,3,0,0,42,3164.7754448925816,3,0
3798,Graduation,41120.0,80,24,2,23,0,8,24,3,2,1,3,6,0,0,53,3078.775444892581,4,0
3524,Master,39763.0,9,80,1,60,4,6,16,2,5,1,2,9,0,1,50,3142.7754448925816,2,0
5247,PhD,38725.0,52,31,0,6,2,1,5,2,1,0,4,4,0,0,66,2597.775444892581,4,0
5883,Graduation,77981.0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,49,3094.775444892581,3,0
2118,2n Cycle,62905.0,68,166,75,96,119,107,59,3,7,2,8,4,0,0,57,2958.775444892581,3,0
8812,2n Cycle,13533.0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,42,2964.775444892581,2,0
6616,Graduation,59481.0,47,178,3,85,71,66,58,2,3,3,8,2,0,0,46,2944.775444892581,3,0
2797,Graduation,72117.0,34,707,20,171,65,60,50,1,9,7,9,5,0,0,44,3008.775444892581,3,0
4328,2n Cycle,21955.0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,35,3050.775444892581,3,0
9167,Graduation,67131.0,72,465,71,250,93,35,62,3,9,2,12,6,0,0,65,3155.7754448925816,3,0
10560,PhD,36802.0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,41,2708.775444892581,2,0
2631,Graduation,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,39,3023.775444892581,2,0
8312,Basic,28249.0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,60,2709.775444892581,2,0
5534,Master,47808.0,30,123,1,26,2,0,72,2,3,2,3,7,0,0,46,2947.775444892581,3,1
5093,PhD,25509.0,15,40,3,30,10,7,11,3,3,0,3,9,0,1,47,3344.7754448925807,2,0
7592,PhD,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,75,3132.7754448925816,2,0
8895,Graduation,70596.0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,36,3475.7754448925807,1,0
8584,PhD,85431.0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,69,3022.775444892581,2,0
2694,Graduation,42664.0,44,21,0,3,0,0,0,1,1,0,3,6,0,0,54,2798.775444892581,3,0
8910,Graduation,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,0,1,66,3303.7754448925816,4,0
7433,Graduation,29760.0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,36,3364.7754448925807,2,0
164,PhD,28973.0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,44,3319.7754448925816,2,0
10477,PhD,39435.0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,48,3081.775444892581,3,0
2681,2n Cycle,65370.0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,37,3232.7754448925816,2,0
5150,Basic,20194.0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,42,3254.7754448925816,2,0
5283,PhD,42473.0,72,93,1,21,0,4,25,3,2,1,4,5,0,0,45,2827.775444892581,3,0
9645,Graduation,64590.0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,53,3318.7754448925816,2,0
10678,Graduation,71232.0,91,653,17,170,34,26,17,2,11,2,10,7,0,0,62,2908.775444892581,3,0
7261,Graduation,34600.0,8,199,33,60,8,3,15,5,5,2,5,8,0,1,50,3239.7754448925816,4,0
9648,Graduation,46904.0,20,153,4,56,0,9,31,4,5,1,4,8,0,0,54,3535.7754448925807,3,0
2870,Graduation,49094.0,6,376,0,38,11,8,69,5,6,3,6,6,0,0,48,3341.7754448925807,3,0
8008,Graduation,36075.0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,38,2985.775444892581,3,0
1513,2n Cycle,60839.0,72,600,21,128,223,150,128,13,2,2,12,8,0,0,42,3365.7754448925807,4,0
6173,Graduation,77298.0,46,425,115,292,23,35,79,1,6,6,11,3,0,0,42,3198.7754448925816,3,0
1419,Graduation,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,0,71,3112.7754448925816,4,0
9150,PhD,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,0,58,2537.775444892581,3,0
7960,2n Cycle,82122.0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,59,3013.775444892581,2,1
1250,Graduation,37697.0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,45,2692.775444892581,2,0
9905,Graduation,34074.0,69,135,1,41,10,1,67,5,3,3,3,6,0,0,69,3046.775444892581,4,1
10691,Master,28520.0,55,11,0,10,0,2,20,1,1,1,2,6,0,0,61,3075.775444892581,4,0
7002,Graduation,62535.0,13,163,48,90,0,45,52,1,3,2,8,3,0,0,66,3171.7754448925816,2,0
2952,Master,36273.0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,44,2769.775444892581,2,0
8439,Graduation,63404.0,97,734,26,70,11,44,17,2,6,3,4,4,0,0,57,2718.775444892581,4,1
762,2n Cycle,75774.0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,40,2839.775444892581,3,0
2831,Graduation,78416.0,99,453,38,279,188,38,183,2,7,7,10,3,0,0,45,2697.775444892581,3,0
6977,Graduation,75702.0,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,47,3318.7754448925816,3,1
6289,Master,59385.0,85,135,0,10,0,4,36,2,3,1,4,5,0,0,70,3122.7754448925816,4,0
4168,Graduation,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,0,1,55,3161.7754448925816,3,0
8397,Graduation,44689.0,82,18,0,5,0,0,11,2,1,1,2,7,0,0,70,2601.775444892581,4,1
9284,Graduation,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,0,0,63,3022.775444892581,3,0
6237,PhD,7144.0,92,81,4,33,5,2,291,0,23,1,1,0,0,0,55,3047.775444892581,3,0
3130,Graduation,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,0,0,57,3144.7754448925816,3,0
1619,Graduation,90369.0,2,292,51,981,224,23,17,1,4,6,6,1,0,1,65,2757.775444892581,2,0
1990,PhD,63159.0,74,965,34,586,89,86,37,1,3,5,8,3,0,0,47,3474.7754448925807,1,1
5513,Graduation,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,0,55,3505.7754448925807,4,0
269,PhD,46757.0,71,777,30,163,0,51,122,6,4,4,7,9,0,0,58,3285.7754448925816,2,0
8093,Master,79734.0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,52,2696.775444892581,2,1
10513,Graduation,63207.0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,29,3220.7754448925816,2,1
10177,Graduation,72071.0,4,531,69,300,150,138,150,3,5,4,8,2,0,0,67,3195.7754448925816,2,0
2549,PhD,21840.0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,38,3038.775444892581,3,0
5782,2n Cycle,58582.0,15,402,35,106,101,77,42,2,9,2,9,5,0,0,39,2969.775444892581,3,1
10057,Graduation,72282.0,70,503,27,419,90,139,153,1,5,7,9,7,0,1,70,3040.775444892581,1,0
10307,Graduation,50387.0,91,369,9,87,12,14,34,3,6,2,8,5,0,0,65,2997.775444892581,4,0
8566,PhD,32583.0,10,5,0,3,0,0,1,1,1,0,2,7,0,0,60,2709.775444892581,4,0
2415,Graduation,62568.0,99,362,17,398,80,35,61,3,5,3,5,4,0,0,59,2690.775444892581,3,1
5684,Master,44635.0,25,56,0,9,0,0,3,2,2,0,3,7,0,0,50,2926.775444892581,3,0
8334,Master,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,0,50,3140.7754448925816,3,0
9166,Graduation,63967.0,57,387,84,141,73,35,162,3,4,4,12,2,0,0,53,2989.775444892581,3,0
1440,2n Cycle,52513.0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,43,3506.7754448925807,2,0
78,Graduation,25293.0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,52,2982.775444892581,3,0
5441,PhD,54111.0,97,267,6,54,8,3,50,2,5,2,6,5,0,0,56,3003.775444892581,2,0
5302,Graduation,78394.0,13,298,27,697,216,24,166,1,4,6,5,2,0,1,35,3194.7754448925816,2,0
4687,Master,80739.0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,63,3097.775444892581,2,0
1087,Master,22669.0,30,16,14,36,37,22,48,3,4,1,2,9,0,1,46,3098.775444892581,3,0
6859,Graduation,29236.0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,34,3018.775444892581,2,0
9860,Graduation,44911.0,11,159,0,22,2,1,31,3,4,1,4,7,0,0,62,3166.7754448925816,3,0
7129,PhD,54693.0,72,686,17,142,23,26,35,8,6,4,13,6,0,0,59,3192.7754448925816,3,0
5866,Graduation,48186.0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,47,2796.775444892581,3,0
10521,Graduation,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,1,44,2927.775444892581,4,0
7393,Graduation,41580.0,15,56,5,24,4,0,3,3,2,1,3,5,0,0,43,3320.7754448925816,4,0
7849,PhD,80336.0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,51,2988.775444892581,2,0
332,Graduation,47743.0,56,198,2,43,0,12,20,3,4,1,6,6,0,0,64,3159.7754448925816,3,1
9847,2n Cycle,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,0,66,3538.7754448925807,3,0
531,PhD,57333.0,55,941,14,397,76,58,176,11,8,5,9,6,0,1,67,3340.7754448925807,2,0
9576,PhD,32313.0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,39,2934.775444892581,3,0
6906,Master,84953.0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,68,3175.7754448925816,1,3
7419,Master,27071.0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,53,2762.775444892581,2,0
3170,Master,68148.0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,64,2997.775444892581,2,0
8527,Master,65735.0,37,239,7,119,4,15,11,5,6,2,6,7,0,0,56,3047.775444892581,4,0
7872,PhD,86836.0,7,179,21,273,0,21,63,1,6,10,6,5,0,1,46,3262.7754448925816,2,3
9931,PhD,4023.0,29,5,0,1,1,1,1,15,0,0,0,19,0,0,58,2701.775444892581,4,0
10595,Graduation,30093.0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,31,3021.775444892581,2,0
4609,PhD,57705.0,14,383,0,53,6,4,40,3,8,1,6,6,0,0,55,2570.775444892581,3,0
5010,Graduation,25008.0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,33,2842.775444892581,2,0
4427,2n Cycle,83257.0,56,536,27,590,38,107,67,1,5,10,12,6,1,1,26,3344.7754448925807,1,2
11148,Graduation,22280.0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,46,3101.775444892581,3,0
1168,PhD,72159.0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,43,3303.7754448925816,2,0
9595,Graduation,64260.0,1,539,169,816,20,0,30,1,4,5,4,3,0,1,60,2935.775444892581,2,0
10163,PhD,82733.0,28,712,50,420,65,38,38,1,8,4,7,4,0,1,37,2958.775444892581,1,0
2886,Master,74290.0,70,1121,0,72,0,12,12,4,10,8,10,6,0,0,50,2898.775444892581,2,2
6710,Master,58217.0,84,68,1,13,3,5,13,1,2,0,4,6,0,0,70,3284.7754448925816,4,0
5316,Master,21024.0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,45,3143.7754448925816,2,0
9029,PhD,70116.0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,49,3214.7754448925816,2,0
521,Graduation,54006.0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,36,3344.7754448925807,3,0
1459,PhD,69063.0,16,666,35,124,69,8,26,1,5,3,5,3,0,0,55,3413.7754448925807,3,0
10241,2n Cycle,11448.0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,46,2891.775444892581,1,0
1630,Graduation,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,0,0,42,3051.775444892581,2,0
3254,Graduation,70886.0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,50,2953.775444892581,3,0
9064,Graduation,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,0,1,39,3351.7754448925807,2,1
3678,Graduation,60208.0,13,488,23,71,15,0,59,11,8,3,7,7,0,1,48,3414.7754448925807,3,1
4227,Master,32889.0,78,28,0,13,4,2,8,3,2,1,3,5,0,0,53,3080.775444892581,4,0
9467,Graduation,34738.0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,37,2566.775444892581,2,0
8486,Master,30538.0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,50,3596.7754448925807,3,0
2186,2n Cycle,82326.0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,44,2599.775444892581,2,3
3286,PhD,26642.0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,54,2872.775444892581,2,0
8602,Graduation,69932.0,97,412,172,153,150,105,57,2,7,6,11,4,0,0,57,2900.775444892581,2,0
3722,Graduation,44503.0,83,31,1,8,0,0,8,2,2,0,3,6,0,0,49,2769.775444892581,3,0
6715,PhD,60200.0,3,502,19,132,0,6,26,6,6,2,11,6,0,0,73,3208.7754448925816,2,0
4796,Graduation,49638.0,71,18,10,3,3,5,0,1,1,0,3,2,0,0,69,2766.775444892581,2,0
9612,2n Cycle,23830.0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,34,2692.775444892581,1,0
3766,Master,33051.0,15,100,71,243,108,94,219,3,9,1,8,9,0,1,62,3377.7754448925807,1,0
1399,Graduation,72905.0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,63,2854.775444892581,2,1
1570,PhD,69702.0,8,664,9,240,50,19,57,2,7,7,10,4,0,0,70,3190.7754448925816,3,0
3426,Graduation,70300.0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,46,3044.775444892581,2,0
3074,PhD,70643.0,66,1218,107,304,23,143,33,1,5,8,4,6,0,1,37,3317.7754448925816,2,0
8341,PhD,30396.0,22,15,0,6,0,1,12,2,1,1,2,7,0,1,52,2755.775444892581,3,1
5180,PhD,50616.0,56,128,0,16,0,1,4,2,4,0,4,7,0,0,53,2767.775444892581,2,0
6461,Master,62772.0,74,581,49,157,43,8,108,1,5,6,11,2,0,0,52,3101.775444892581,2,1
7679,PhD,30298.0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,36,2736.775444892581,1,0
10702,Graduation,52413.0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,37,3535.7754448925807,2,0
7505,PhD,44155.0,24,22,1,9,0,0,14,1,1,1,2,4,0,0,64,2856.775444892581,4,0
5113,PhD,86979.0,67,584,100,835,65,83,35,1,5,5,5,2,0,1,50,3048.775444892581,1,1
10858,Graduation,76532.0,38,355,30,177,90,138,30,4,9,5,7,5,0,0,46,2988.775444892581,4,0
2961,Graduation,42081.0,86,175,10,110,54,6,27,2,6,3,4,6,0,0,39,3183.7754448925816,3,1
2747,PhD,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,33,3362.7754448925807,2,0
3010,Master,88420.0,87,957,153,612,99,95,153,1,4,7,8,1,0,0,32,2839.775444892581,2,3
5790,Graduation,31158.0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,36,3213.7754448925816,3,0
6892,Graduation,61671.0,23,641,7,56,0,0,28,8,10,4,6,8,0,0,53,2810.775444892581,2,2
1743,Graduation,69719.0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,47,2729.775444892581,1,0
3578,Graduation,49160.0,29,122,21,43,25,10,15,2,3,1,6,6,0,0,72,2947.775444892581,2,0
8462,Basic,24882.0,52,1,4,10,29,0,36,1,1,1,2,6,0,0,43,3353.7754448925807,3,1
5558,PhD,90933.0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,67,2785.775444892581,1,1
4619,PhD,113734.0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,76,2727.775444892581,1,0
8780,PhD,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,0,0,71,3076.775444892581,3,0
10789,PhD,45759.0,13,42,1,18,3,0,4,2,2,0,3,7,0,0,57,3186.7754448925816,4,0
10779,Graduation,22148.0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,38,2772.775444892581,1,0
5896,Master,73395.0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,34,2798.775444892581,2,0
2337,Graduation,29819.0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,50,2943.775444892581,2,0
10951,Graduation,45688.0,20,279,0,18,0,0,9,2,3,1,8,4,0,0,53,2850.775444892581,3,1
544,Graduation,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,67,2931.775444892581,2,0
17,PhD,60491.0,81,637,47,237,12,19,76,4,6,11,7,5,0,0,50,3080.775444892581,3,0
10680,Graduation,33235.0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,35,2753.775444892581,3,0
3265,Graduation,35701.0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,62,3162.7754448925816,2,0
5623,Master,31535.0,95,15,4,13,0,0,19,1,1,1,2,7,0,0,41,2971.775444892581,3,1
5832,2n Cycle,92556.0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,61,2765.775444892581,2,0
5544,Graduation,67384.0,32,957,40,175,158,53,107,2,7,8,5,5,0,0,51,3321.7754448925816,2,1
6417,Master,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,50,3318.7754448925816,2,0
5831,Graduation,77870.0,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,54,3371.7754448925807,3,2
7101,PhD,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,0,0,58,3215.7754448925816,2,0
10176,Graduation,57107.0,44,159,0,120,0,0,137,7,4,4,8,8,0,1,53,3369.7754448925807,2,2
2326,Graduation,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,31,3193.7754448925816,2,0
4385,PhD,36038.0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,40,3089.775444892581,2,0
2929,Graduation,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,45,3189.7754448925816,1,0
10686,PhD,34230.0,72,15,0,4,0,0,2,1,1,0,2,7,0,0,56,3245.7754448925816,4,0
2546,2n Cycle,31878.0,7,23,4,5,10,5,23,1,1,0,4,3,0,0,44,2702.775444892581,2,0
3283,2n Cycle,70932.0,57,200,193,100,46,185,185,2,6,2,12,3,0,0,49,2856.775444892581,3,0
3138,Graduation,91249.0,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,65,3312.7754448925816,1,4
4994,Master,77598.0,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,78,3230.7754448925816,1,1
7966,Graduation,80982.0,48,505,137,401,104,22,22,3,11,5,11,5,1,0,62,3027.775444892581,3,0
3112,Master,22701.0,2,2,4,9,0,4,5,1,1,0,3,5,0,0,44,3111.7754448925816,3,0
10872,PhD,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,0,0,52,3278.7754448925816,3,2
2181,Graduation,70617.0,45,353,61,753,40,46,27,1,3,3,7,2,0,0,51,3066.775444892581,2,0
1867,Graduation,64849.0,42,652,48,350,94,84,108,1,9,3,6,5,0,1,64,3288.7754448925816,1,0
1518,Master,62694.0,29,379,6,157,25,91,91,5,9,3,7,7,0,0,56,3072.775444892581,4,0
5734,PhD,61917.0,83,46,4,36,2,2,1,1,2,0,4,5,0,0,47,2916.775444892581,4,0
2878,PhD,67472.0,93,162,31,127,8,17,69,2,4,2,7,3,0,0,74,2969.775444892581,3,0
1458,Master,21059.0,40,8,3,19,3,3,8,3,3,0,3,6,0,0,39,2693.775444892581,3,0
7007,Master,29543.0,47,17,3,18,3,4,18,2,3,1,2,7,0,0,53,2871.775444892581,4,0
6200,Graduation,75903.0,50,340,108,185,130,38,100,2,6,6,9,3,0,0,70,3024.775444892581,3,0
1403,2n Cycle,34984.0,40,8,4,15,3,5,3,2,1,0,3,7,0,0,46,3445.7754448925807,4,0
4827,PhD,54998.0,3,154,22,202,39,30,8,5,4,2,9,4,0,1,65,2964.775444892581,2,0
6250,PhD,54356.0,62,710,15,30,20,0,0,3,11,2,8,8,0,1,72,3282.7754448925816,2,0
9291,Master,34242.0,25,8,2,4,0,0,1,1,0,0,3,5,0,0,62,2793.775444892581,3,0
2478,Graduation,25410.0,48,2,2,4,13,13,4,1,1,0,4,4,0,0,48,2997.775444892581,3,0
1139,PhD,73356.0,56,1050,14,322,0,14,112,1,5,11,5,2,0,1,37,2722.775444892581,2,3
5138,Graduation,28320.0,68,19,1,14,3,2,4,1,1,0,3,8,0,0,71,3226.7754448925816,3,0
5393,Graduation,23763.0,64,22,0,6,6,2,6,1,1,0,3,7,0,0,44,3416.7754448925807,2,0
10413,Graduation,72570.0,67,274,83,216,151,141,224,1,4,6,12,1,0,0,37,2760.775444892581,2,0
